tempbeta	mu	density	err	doublon	err	
2.3981e+00	3.9600e-01	1.3617e+00	1.5881e-04	4.2586e-01	1.8695e-04	
2.3981e+00	4.3620e-01	1.3961e+00	3.3557e-04	4.5231e-01	3.8337e-04	
2.3981e+00	4.7640e-01	1.4292e+00	3.9586e-04	4.7824e-01	4.4127e-04	
2.3981e+00	5.1660e-01	1.4617e+00	3.1076e-04	5.0432e-01	3.3965e-04	
2.3981e+00	5.5680e-01	1.4927e+00	2.5232e-04	5.2965e-01	2.7135e-04	
2.3981e+00	5.9700e-01	1.5244e+00	1.6667e-04	5.5642e-01	1.7712e-04	
2.3981e+00	6.3720e-01	1.5538e+00	4.5753e-04	5.8146e-01	4.8028e-04	
2.3981e+00	6.7740e-01	1.5822e+00	4.7127e-04	6.0594e-01	4.9046e-04	
2.3981e+00	7.1760e-01	1.6100e+00	2.3218e-04	6.3035e-01	2.3988e-04	
2.3981e+00	7.5780e-01	1.6360e+00	6.3367e-04	6.5346e-01	6.5099e-04	
2.3981e+00	7.9800e-01	1.6611e+00	4.9338e-04	6.7599e-01	5.0445e-04	
2.3981e+00	8.3820e-01	1.6840e+00	2.5938e-04	6.9667e-01	2.6410e-04	
2.3981e+00	8.7840e-01	1.7075e+00	4.8383e-04	7.1829e-01	4.9113e-04	
2.3981e+00	9.1860e-01	1.7282e+00	4.0409e-04	7.3730e-01	4.0914e-04	
2.3981e+00	9.5880e-01	1.7488e+00	4.2081e-04	7.5651e-01	4.2512e-04	
2.3981e+00	9.9900e-01	1.7677e+00	4.1347e-04	7.7421e-01	4.1690e-04	
2.3981e+00	1.0392e+00	1.7856e+00	1.5064e-04	7.9107e-01	1.5168e-04	
2.3981e+00	1.0794e+00	1.8026e+00	3.7203e-04	8.0723e-01	3.7414e-04	
2.3981e+00	1.1196e+00	1.8176e+00	3.1521e-04	8.2152e-01	3.1668e-04	
2.3981e+00	1.1598e+00	1.8325e+00	1.7037e-04	8.3574e-01	1.7101e-04	
2.3981e+00	1.2000e+00	1.8464e+00	2.0727e-04	8.4911e-01	2.0802e-04	
2.3981e+00	1.2402e+00	1.8587e+00	3.4239e-04	8.6100e-01	3.4328e-04	
2.3981e+00	1.2804e+00	1.8701e+00	9.8517e-05	8.7205e-01	9.8725e-05	
2.3981e+00	1.3206e+00	1.8813e+00	2.3106e-04	8.8292e-01	2.3147e-04	
2.3981e+00	1.3608e+00	1.8917e+00	2.0999e-04	8.9306e-01	2.1028e-04	
2.3981e+00	1.4010e+00	1.9009e+00	2.1078e-04	9.0198e-01	2.1102e-04	
2.3981e+00	1.4412e+00	1.9087e+00	2.2855e-04	9.0960e-01	2.2877e-04	
2.3981e+00	1.4814e+00	1.9167e+00	2.9944e-04	9.1749e-01	2.9967e-04	
2.3981e+00	1.5216e+00	1.9239e+00	1.3126e-04	9.2450e-01	1.3134e-04	
2.3981e+00	1.5618e+00	1.9306e+00	1.4198e-04	9.3109e-01	1.4206e-04	
2.3981e+00	1.6020e+00	1.9365e+00	1.2972e-04	9.3698e-01	1.2977e-04	
2.3981e+00	1.6422e+00	1.9421e+00	1.4555e-04	9.4250e-01	1.4560e-04	
2.3981e+00	1.6824e+00	1.9472e+00	1.0765e-04	9.4745e-01	1.0768e-04	
2.3981e+00	1.7226e+00	1.9517e+00	1.6278e-04	9.5194e-01	1.6282e-04	
2.3981e+00	1.7628e+00	1.9560e+00	1.1848e-04	9.5619e-01	1.1851e-04	
2.3981e+00	1.8030e+00	1.9602e+00	1.6819e-04	9.6039e-01	1.6822e-04	
2.3981e+00	1.8432e+00	1.9635e+00	8.1680e-05	9.6365e-01	8.1690e-05	
2.3981e+00	1.8834e+00	1.9668e+00	8.9817e-05	9.6696e-01	8.9827e-05	
2.3981e+00	1.9236e+00	1.9699e+00	5.8961e-05	9.7003e-01	5.8966e-05	
2.3981e+00	1.9638e+00	1.9727e+00	9.7290e-05	9.7275e-01	9.7294e-05	
2.3981e+00	2.0040e+00	1.9750e+00	3.0512e-05	9.7511e-01	3.0513e-05	
2.3981e+00	2.0442e+00	1.9773e+00	5.1199e-05	9.7736e-01	5.1202e-05	
2.3981e+00	2.0844e+00	1.9793e+00	6.1392e-05	9.7939e-01	6.1394e-05	
2.3981e+00	2.1246e+00	1.9812e+00	5.6744e-05	9.8125e-01	5.6745e-05	
2.3981e+00	2.1648e+00	1.9830e+00	3.8081e-05	9.8301e-01	3.8082e-05	
2.3981e+00	2.2050e+00	1.9845e+00	6.4838e-05	9.8456e-01	6.4839e-05	
2.3981e+00	2.2452e+00	1.9859e+00	3.6564e-05	9.8591e-01	3.6564e-05	
2.3981e+00	2.2854e+00	1.9872e+00	1.8270e-05	9.8718e-01	1.8270e-05	
2.3981e+00	2.3256e+00	1.9883e+00	2.1926e-05	9.8835e-01	2.1926e-05	
2.3981e+00	2.3658e+00	1.9894e+00	3.5132e-05	9.8939e-01	3.5132e-05	
2.3981e+00	2.4060e+00	1.9904e+00	1.4835e-05	9.9036e-01	1.4835e-05	
2.3981e+00	2.4462e+00	1.9913e+00	1.5257e-05	9.9128e-01	1.5257e-05	
2.3981e+00	2.4864e+00	1.9920e+00	6.4131e-06	9.9205e-01	6.4131e-06	
2.3981e+00	2.5266e+00	1.9928e+00	1.5417e-05	9.9280e-01	1.5417e-05	
2.3981e+00	2.5668e+00	1.9934e+00	2.3389e-05	9.9342e-01	2.3389e-05	
2.3981e+00	2.6070e+00	1.9940e+00	1.8702e-05	9.9403e-01	1.8702e-05	
2.3981e+00	2.6472e+00	1.9946e+00	1.4130e-05	9.9458e-01	1.4130e-05	
2.3981e+00	2.6874e+00	1.9951e+00	1.5160e-05	9.9508e-01	1.5160e-05	
2.3981e+00	2.7276e+00	1.9955e+00	1.4340e-05	9.9554e-01	1.4340e-05	
2.3981e+00	2.7678e+00	1.9959e+00	1.6670e-05	9.9593e-01	1.6670e-05	
2.3981e+00	2.8080e+00	1.9963e+00	8.7529e-06	9.9632e-01	8.7529e-06	
2.3981e+00	2.8482e+00	1.9967e+00	5.8324e-06	9.9665e-01	5.8324e-06	
2.3981e+00	2.8884e+00	1.9970e+00	2.9938e-06	9.9695e-01	2.9938e-06	
2.3981e+00	2.9286e+00	1.9972e+00	3.8559e-06	9.9723e-01	3.8559e-06	
2.3981e+00	2.9688e+00	1.9975e+00	2.9536e-06	9.9749e-01	2.9536e-06	
2.3981e+00	3.0090e+00	1.9977e+00	2.0974e-06	9.9772e-01	2.0974e-06	
2.1834e+00	-3.0210e+00	4.0698e-03	1.3339e-05	1.8836e-06	1.9030e-11	
2.1834e+00	-2.9808e+00	4.4475e-03	1.3100e-05	2.2442e-06	3.1735e-11	
2.1834e+00	-2.9406e+00	4.8378e-03	1.3318e-05	2.6737e-06	2.4289e-11	
2.1834e+00	-2.9004e+00	5.2936e-03	1.5316e-05	3.1854e-06	3.0458e-11	
2.1834e+00	-2.8602e+00	5.7779e-03	1.1972e-05	3.7948e-06	4.6981e-11	
